,jobTitle,skill1,skill2,skill3,skill4,skill5,skill6,jobDescription,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10,skills
472,PFE trainee,Amazon Web Services,Data management,Django,Artificial Intelligence (AI),C (programming language),Programming,Internship at the end of studies,['Internship at the end of studies'],Internship at the end of studies,,,,,,,,,,"['Amazon Web Services', 'Data management', 'Django', 'Artificial Intelligence (AI)', 'C (programming language)', 'Programming']"
473,Member,StarUML,PL/SQL,PhpMyAdmin,Spring Boot,Machine Learning,Unsupervised learning,unknown,['unknown'],unknown,,,,,,,,,,"['StarUML', 'PL/SQL', 'PhpMyAdmin', 'Spring Boot', 'Machine Learning', 'Unsupervised learning']"
474,unknown,Android Development,Python (Programming Language),OpenCV,NestJS,Angular CLI,C,unknown,['unknown'],unknown,,,,,,,,,,"['Android Development', 'Python (Programming Language)', 'OpenCV', 'NestJS', 'Angular CLI', 'C']"
475,Student Engineer,Internet Protocol (IP),Agile methods,TinyMl,Web development,Linux System Administration,Java,Skills: Symfony Framework,['Skills: Symfony Framework'],Skills: Symfony Framework,,,,,,,,,,"['Internet Protocol (IP)', 'Agile methods', 'TinyMl', 'Web development', 'Linux System Administration', 'Java']"
476,Student Engineer,Spring Boot,Ansible,Keras,Telecommunications,Git,TensorFlow,Skills: Spring Boot · Ansible · Keras · Telecommunications · Software Development,['Skills: Spring Boot · Ansible · Keras · Telecommunications · Software Development'],Skills: Spring Boot · Ansible · Keras · Telecommunications · Software Development,,,,,,,,,,"['Spring Boot', 'Ansible', 'Keras', 'Telecommunications', 'Git', 'TensorFlow']"
477,IoT Internal,Hyper-V,Windows deployment services,Microsoft Deployment Toolkit,Cisco Systems Products,Graphic design,Bash,"As an internal in this group, I was able to rediscover embedded systems on a project that involves public lighting:
establishment of the communication infrastructure between the IOT devices (master and slave systems)
implementation of a complete routing algorithm and message processing 
field testing of NRF24 + HC12 systems 
Optimization and implementation of the system on the ESP32 and ATMEGA328.","['As an internal in this group, I was able to rediscover embedded systems on a project that involves public lighting:', 'establishment of the communication infrastructure between the IOT devices (master and slave systems)', 'implementation of a complete routing algorithm and message processing ', 'field testing of NRF24 + HC12 systems ', 'Optimization and implementation of the system on the ESP32 and ATMEGA328.']","As an internal in this group, I was able to rediscover embedded systems on a project that involves public lighting:",establishment of the communication infrastructure between the IOT devices (master and slave systems),implementation of a complete routing algorithm and message processing ,field testing of NRF24 + HC12 systems ,Optimization and implementation of the system on the ESP32 and ATMEGA328.,,,,,,"['Hyper-V', 'Windows deployment services', 'Microsoft Deployment Toolkit', 'Cisco Systems Products', 'Graphic design', 'Bash']"
478, Member Projects Department ,C,GNU/Linux,Problem Solving,Strategy,Embedded Systems,JavaScript,unknown,['unknown'],unknown,,,,,,,,,,"['C', 'GNU/Linux', 'Problem Solving', 'Strategy', 'Embedded Systems', 'JavaScript']"
479,Senior Embedded Software Engineer,Firmware,Real-Time Operating Systems (RTOS),Hardware,PostgreSQL,Jenkins,Microcontrollers,Skills: Firmware · Hardware · PostgreSQL · Jenkins · Embedded Systems · C (Programming Language) · Internet of Things (IoT) · C++ · Python (Programming Language),['Skills: Firmware · Hardware · PostgreSQL · Jenkins · Embedded Systems · C (Programming Language) · Internet of Things (IoT) · C++ · Python (Programming Language)'],Skills: Firmware · Hardware · PostgreSQL · Jenkins · Embedded Systems · C (Programming Language) · Internet of Things (IoT) · C++ · Python (Programming Language),,,,,,,,,,"['Firmware', 'Real-Time Operating Systems (RTOS)', 'Hardware', 'PostgreSQL', 'Jenkins', 'Microcontrollers']"
480,Director - BSE,Telecommunications,Wireless,Team Leadership,Program Management,Project Management,Software Development,Skills: International accreditations (ABET/AACSB),['Skills: International accreditations (ABET/AACSB)'],Skills: International accreditations (ABET/AACSB),,,,,,,,,,"['Telecommunications', 'Wireless', 'Team Leadership', 'Program Management', 'Project Management', 'Software Development']"
481,Trainee,C (programming language),Microsoft Windows,Liability,Research,Java,Windows Server,Skills: MERN Stack · Digital Ocean ,['Skills: MERN Stack · Digital Ocean '],Skills: MERN Stack · Digital Ocean ,,,,,,,,,,"['C (programming language)', 'Microsoft Windows', 'Liability', 'Research', 'Java', 'Windows Server']"
482,Flutter Developer & Mobile Software Engineer,Digital law,Flutter,Android Development,Unity,Test Driven Development,Software Development,unknown,['unknown'],unknown,,,,,,,,,,"['Digital law', 'Flutter', 'Android Development', 'Unity', 'Test Driven Development', 'Software Development']"
483,Business Intelligence Internal,Telecommunications,Microsoft Word,Strategic planning,Business intelligence,Big data,Data analysis,unknown,['unknown'],unknown,,,,,,,,,,"['Telecommunications', 'Microsoft Word', 'Strategic planning', 'Business intelligence', 'Big data', 'Data analysis']"
484,Software Engineer,Java,JavaScript,C (Programming Language),Embedded Systems,Wireless Sensor Networks,Internet of Things (IoT),unknown,['unknown'],unknown,,,,,,,,,,"['Java', 'JavaScript', 'C (Programming Language)', 'Embedded Systems', 'Wireless Sensor Networks', 'Internet of Things (IoT)']"
485,AI Software Engineer,Angular,Node.js,JavaScript,PYTHON,Django,PHP,unknown,['unknown'],unknown,,,,,,,,,,"['Angular', 'Node.js', 'JavaScript', 'PYTHON', 'Django', 'PHP']"
486,Front-end Developer,Unit test,Kendo IU,TypeScript,JIRA,RxJS,TeamCity,"As a member of the Digital Solutions Team within FNZ Group, I have a hand in:
• Migration of libraries to the latest version of Angular.
• Migration of libraries from AngularJs to Angular.
• The Development of new Angular libraries and their integration with AngularJS.
• The evolution and maintenance of Banker's Front, E-Banking and their libraries.
• Code reviewing.
• Writing unit tests.
• Providing support to my teammates.
• Releasing new versions of the different libraries.","['As a member of the Digital Solutions Team within FNZ Group, I have a hand in:', '• Migration of libraries to the latest version of Angular.', '• Migration of libraries from AngularJs to Angular.', '• The Development of new Angular libraries and their integration with AngularJS.', ""• The evolution and maintenance of Banker's Front, E-Banking and their libraries."", '• Code reviewing.', '• Writing unit tests.', '• Providing support to my teammates.', '• Releasing new versions of the different libraries.']","As a member of the Digital Solutions Team within FNZ Group, I have a hand in:",• Migration of libraries to the latest version of Angular.,• Migration of libraries from AngularJs to Angular.,• The Development of new Angular libraries and their integration with AngularJS.,"• The evolution and maintenance of Banker's Front, E-Banking and their libraries.",• Code reviewing.,• Writing unit tests.,• Providing support to my teammates.,• Releasing new versions of the different libraries.,,"['Unit test', 'Kendo IU', 'TypeScript', 'JIRA', 'RxJS', 'TeamCity']"
487,Integration Consultant,Spring Security,Spring MVC,Docker,AngularJS,June,Maven,unknown,['unknown'],unknown,,,,,,,,,,"['Spring Security', 'Spring MVC', 'Docker', 'AngularJS', 'June', 'Maven']"
488,Summer training,React.js,AngularJS,Node.js,MongoDB,Express.js,Spring Boot,unknown,['unknown'],unknown,,,,,,,,,,"['React.js', 'AngularJS', 'Node.js', 'MongoDB', 'Express.js', 'Spring Boot']"
489,Embedded Software Developer,CAN data bus,C (programming language),INCA,Tortoise SVN,Scrum,Shell Script,"* Implementation the software requirements for the application of the electric motor control platform. 
* Development, Debugging and Task Scheduling with an ARM Cortex CPU under Linux environment. 
* Generate product variants to meet individual customer requirements.
* Implementation Model blocks using Matlab / Simulink: (C code generation, HDL code generation). 
* Developer test projects (unit,integration and functional) and correct bugs.
* create, update and test A2L calibration files using INCA(ETAS tools ).
* implement a PROF configuration for the flash programming using INCA(ETAS tools ).
* Work following the ""Scrum Agile"" methodology","['* Implementation the software requirements for the application of the electric motor control platform. ', '* Development, Debugging and Task Scheduling with an ARM Cortex CPU under Linux environment. ', '* Generate product variants to meet individual customer requirements.', '* Implementation Model blocks using Matlab / Simulink: (C code generation, HDL code generation). ', '* Developer test projects (unit,integration and functional) and correct bugs.', '* create, update and test A2L calibration files using INCA(ETAS tools ).', '* implement a PROF configuration for the flash programming using INCA(ETAS tools ).', '* Work following the ""Scrum Agile"" methodology']",* Implementation the software requirements for the application of the electric motor control platform. ,"* Development, Debugging and Task Scheduling with an ARM Cortex CPU under Linux environment. ",* Generate product variants to meet individual customer requirements.,"* Implementation Model blocks using Matlab / Simulink: (C code generation, HDL code generation). ","* Developer test projects (unit,integration and functional) and correct bugs.","* create, update and test A2L calibration files using INCA(ETAS tools ).",* implement a PROF configuration for the flash programming using INCA(ETAS tools ).,"* Work following the ""Scrum Agile"" methodology",,,"['CAN data bus', 'C (programming language)', 'INCA', 'Tortoise SVN', 'Scrum', 'Shell Script']"
490,Software consultant,Software tests,Software development,Software testing,Machine learning,Web services,Cloud Computing,unknown,['unknown'],unknown,,,,,,,,,,"['Software tests', 'Software development', 'Software testing', 'Machine learning', 'Web services', 'Cloud Computing']"
491,Junior Consultant,Automation,Manual Testing,Sustainability,Python (Programming Language),Battery Electric Vehicle (BEV),Battery Management Systems,Skills: Automation · Manual Testing · Python (Programming Language) · Battery Electric Vehicle (BEV) · Battery Management Systems · Jira · Jenkins · ECU-Test · Automotive testing,['Skills: Automation · Manual Testing · Python (Programming Language) · Battery Electric Vehicle (BEV) · Battery Management Systems · Jira · Jenkins · ECU-Test · Automotive testing'],Skills: Automation · Manual Testing · Python (Programming Language) · Battery Electric Vehicle (BEV) · Battery Management Systems · Jira · Jenkins · ECU-Test · Automotive testing,,,,,,,,,,"['Automation', 'Manual Testing', 'Sustainability', 'Python (Programming Language)', 'Battery Electric Vehicle (BEV)', 'Battery Management Systems']"
492,Professional development,Node-RED,Scrum,AutoCAD Architecture,Adobe Illustrator,LaTeX,Hadoop,"Within the 'Piland' start-up, I created a service and customer platform that helps clients to reach the desired service Giver using node js and react js, which helps me to improve my skills in web development.","[""Within the 'Piland' start-up, I created a service and customer platform that helps clients to reach the desired service Giver using node js and react js, which helps me to improve my skills in web development.""]","Within the 'Piland' start-up, I created a service and customer platform that helps clients to reach the desired service Giver using node js and react js, which helps me to improve my skills in web development.",,,,,,,,,,"['Node-RED', 'Scrum', 'AutoCAD Architecture', 'Adobe Illustrator', 'LaTeX', 'Hadoop']"
